epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,935.052,0.86311,0.53317,1.0376,0.78906,0.78244,0.77265,0.58665,0.95854,1.27501,1.06426,0.00945,0.00945,0.00945
27,969.178,0.85613,0.52521,1.03218,0.81254,0.75156,0.78898,0.59793,0.93178,1.01383,1.05673,0.009428,0.009428,0.009428
28,1003.57,0.86143,0.53378,1.03786,0.77987,0.79113,0.76236,0.57703,0.95605,1.39836,1.05897,0.009406,0.009406,0.009406
29,1037.03,0.85112,0.5207,1.02753,0.77254,0.79938,0.79506,0.60358,0.94495,1.2945,1.04828,0.009384,0.009384,0.009384
30,1073.16,0.85057,0.52124,1.02945,0.7758,0.80147,0.78019,0.58621,0.94925,1.19905,1.051,0.009362,0.009362,0.009362
31,1111.74,0.84849,0.51995,1.03006,0.79394,0.7824,0.77039,0.58209,0.93225,1.47902,1.06123,0.00934,0.00934,0.00934
32,1151.14,0.84652,0.51832,1.02701,0.77914,0.77714,0.77007,0.58069,0.93638,1.14177,1.05381,0.009318,0.009318,0.009318
33,1189.39,0.8412,0.51381,1.02348,0.80462,0.78298,0.7778,0.59585,0.94044,1.29888,1.0654,0.009296,0.009296,0.009296
34,1226.59,0.84154,0.5169,1.02752,0.80286,0.78457,0.77738,0.59427,0.93378,1.23282,1.05605,0.009274,0.009274,0.009274
35,1257.85,0.8382,0.50934,1.02523,0.78075,0.7864,0.7659,0.58448,0.94011,1.43495,1.0794,0.009252,0.009252,0.009252
36,1291.68,0.83201,0.50161,1.021,0.77587,0.79104,0.75891,0.57846,0.94701,1.49644,1.07703,0.00923,0.00923,0.00923
37,1330.36,0.83054,0.50173,1.01959,0.78091,0.79928,0.75455,0.57458,0.96866,1.64753,1.07915,0.009208,0.009208,0.009208
38,1367.85,0.82722,0.49349,1.0167,0.80303,0.77653,0.7662,0.58067,0.93219,1.21698,1.07248,0.009186,0.009186,0.009186
39,1404.1,0.82672,0.49842,1.0192,0.78975,0.78835,0.76918,0.58526,0.94246,1.53655,1.08371,0.009164,0.009164,0.009164
40,1437.28,0.82546,0.49596,1.02102,0.75875,0.80094,0.76406,0.58097,0.95819,1.47091,1.07744,0.009142,0.009142,0.009142
41,1471.93,0.81804,0.4843,1.00722,0.77261,0.7969,0.76632,0.58511,0.9413,1.50055,1.06435,0.00912,0.00912,0.00912
42,1511.36,0.81509,0.48373,1.00877,0.79378,0.77874,0.7701,0.58247,0.95125,1.476,1.07474,0.009098,0.009098,0.009098
43,1550.72,0.81652,0.48628,1.01549,0.76401,0.81609,0.77176,0.58871,0.93791,1.35472,1.06538,0.009076,0.009076,0.009076
44,1587.18,0.81423,0.48482,1.01259,0.7723,0.79827,0.7613,0.58399,0.94397,1.48598,1.06178,0.009054,0.009054,0.009054
45,1619.84,0.81124,0.48121,1.00441,0.77533,0.80005,0.75947,0.58196,0.95661,1.53259,1.07929,0.009032,0.009032,0.009032
46,1650.99,0.8063,0.47352,1.00324,0.79471,0.78026,0.75162,0.57256,0.95596,1.62984,1.1001,0.00901,0.00901,0.00901
47,1680.77,0.80892,0.47932,1.00512,0.74977,0.78794,0.74183,0.55996,0.9517,1.53745,1.07591,0.008988,0.008988,0.008988
48,1709.68,0.79937,0.4669,0.99991,0.77653,0.79594,0.77298,0.59379,0.95935,1.5935,1.09663,0.008966,0.008966,0.008966
49,1740.13,0.79994,0.46968,1.0023,0.77138,0.79422,0.74732,0.57247,0.95591,1.72149,1.08994,0.008944,0.008944,0.008944
50,1773.18,0.79786,0.4658,1.00422,0.7927,0.78417,0.73465,0.56669,0.95884,1.61889,1.09766,0.008922,0.008922,0.008922
51,1805.38,0.79395,0.46538,1.00116,0.7735,0.77387,0.74147,0.5672,0.96192,1.60011,1.12246,0.0089,0.0089,0.0089
52,1844.39,0.79246,0.46176,0.99545,0.76018,0.78872,0.7544,0.57911,0.97264,1.64572,1.08401,0.008878,0.008878,0.008878
53,1881.52,0.79066,0.46204,0.99737,0.75291,0.80132,0.75801,0.57868,0.95129,1.64204,1.0733,0.008856,0.008856,0.008856
54,1916.99,0.7879,0.46142,0.9958,0.81444,0.77861,0.77354,0.5963,0.95809,1.5061,1.08903,0.008834,0.008834,0.008834
55,1950.61,0.78492,0.45634,0.99291,0.79149,0.7868,0.77219,0.59104,0.97215,1.67105,1.10856,0.008812,0.008812,0.008812
56,1986.3,0.78252,0.45511,0.98991,0.79315,0.79625,0.75561,0.57798,0.96167,1.74472,1.08686,0.00879,0.00879,0.00879
57,2021.41,0.78224,0.45399,0.99387,0.78455,0.78491,0.7544,0.58129,0.96733,1.66632,1.12022,0.008768,0.008768,0.008768
58,2057.6,0.7814,0.45077,0.99195,0.76643,0.79559,0.75169,0.57139,0.95347,1.78254,1.08433,0.008746,0.008746,0.008746
59,2095.52,0.78034,0.45395,0.99002,0.77708,0.77412,0.75268,0.57645,0.95421,1.70235,1.07566,0.008724,0.008724,0.008724
60,2130.64,0.77363,0.44741,0.98858,0.78009,0.79086,0.76658,0.58523,0.95524,1.71253,1.08481,0.008702,0.008702,0.008702
61,2166.69,0.77148,0.45075,0.9844,0.7798,0.79515,0.7538,0.58078,0.961,1.77234,1.08487,0.00868,0.00868,0.00868
62,2202.35,0.76909,0.44412,0.98337,0.76338,0.79372,0.75602,0.5823,0.94868,1.69585,1.08423,0.008658,0.008658,0.008658
63,2237.21,0.76456,0.43846,0.97882,0.75695,0.79377,0.73893,0.56839,0.95203,1.77111,1.08226,0.008636,0.008636,0.008636
64,2268.98,0.76818,0.44199,0.98349,0.76315,0.80976,0.74701,0.57421,0.93392,1.73334,1.07975,0.008614,0.008614,0.008614
65,2305.86,0.76171,0.43705,0.98061,0.75281,0.78949,0.73301,0.55841,0.93899,1.89266,1.07268,0.008592,0.008592,0.008592
66,2338.94,0.76349,0.43631,0.98419,0.7923,0.77843,0.73197,0.5624,0.9519,2.01488,1.12121,0.00857,0.00857,0.00857
67,2376.13,0.75482,0.43024,0.97899,0.7938,0.78263,0.74488,0.57271,0.94653,1.87176,1.09632,0.008548,0.008548,0.008548
68,2410.44,0.75641,0.42873,0.97574,0.78503,0.79923,0.7444,0.57093,0.95599,1.92411,1.10907,0.008526,0.008526,0.008526
69,2442.09,0.7536,0.42627,0.97732,0.78371,0.80745,0.73336,0.56352,0.95305,1.98539,1.10284,0.008504,0.008504,0.008504
70,2476.11,0.75795,0.43686,0.97752,0.78183,0.79468,0.72697,0.55965,0.95189,1.9891,1.09742,0.008482,0.008482,0.008482
71,2513.2,0.75406,0.431,0.97571,0.75956,0.80454,0.74008,0.57048,0.95966,1.91578,1.09934,0.00846,0.00846,0.00846
72,2551.76,0.75082,0.4282,0.97502,0.78238,0.79639,0.74161,0.57183,0.95891,1.95045,1.10306,0.008438,0.008438,0.008438
73,2590.4,0.74759,0.42307,0.97493,0.77525,0.80085,0.73795,0.56733,0.95622,2.03748,1.09414,0.008416,0.008416,0.008416
74,2619.02,0.74711,0.42621,0.97419,0.7837,0.79148,0.73359,0.5684,0.95682,2.00384,1.10025,0.008394,0.008394,0.008394
75,2651.04,0.74909,0.4234,0.97044,0.79301,0.78683,0.73004,0.56027,0.96119,2.0958,1.09627,0.008372,0.008372,0.008372
76,2680.21,0.74188,0.42052,0.96666,0.77588,0.80541,0.74832,0.57739,0.94934,1.98965,1.08642,0.00835,0.00835,0.00835
77,2717.8,0.74208,0.41978,0.97076,0.77173,0.8024,0.74444,0.57408,0.94434,2.03561,1.10393,0.008328,0.008328,0.008328
78,2746.38,0.7414,0.42109,0.97198,0.78216,0.80146,0.72982,0.5575,0.94997,2.11569,1.10029,0.008306,0.008306,0.008306
79,2780.33,0.73943,0.41844,0.97097,0.77558,0.79918,0.72473,0.55362,0.9494,2.16063,1.11727,0.008284,0.008284,0.008284
80,2813.82,0.73434,0.41295,0.96553,0.77328,0.80549,0.7315,0.56145,0.94889,2.13024,1.1051,0.008262,0.008262,0.008262
81,2845.41,0.73892,0.41489,0.96678,0.78796,0.7883,0.7282,0.56108,0.95731,2.16923,1.11182,0.00824,0.00824,0.00824
82,2882.46,0.73593,0.41445,0.96659,0.78592,0.79839,0.73145,0.56123,0.94236,2.07119,1.09888,0.008218,0.008218,0.008218
83,2909.72,0.73498,0.41607,0.96748,0.783,0.79025,0.72542,0.5572,0.9473,2.14337,1.10678,0.008196,0.008196,0.008196
84,2942.68,0.72786,0.41248,0.96225,0.78087,0.79921,0.71872,0.55222,0.95018,2.18968,1.10664,0.008174,0.008174,0.008174
85,2980.63,0.73442,0.41538,0.96873,0.78241,0.80243,0.72084,0.55563,0.95579,2.19862,1.11104,0.008152,0.008152,0.008152
86,3011.02,0.72909,0.41146,0.96786,0.77571,0.80629,0.71866,0.55299,0.96375,2.24359,1.1423,0.00813,0.00813,0.00813
87,3047.85,0.72386,0.40662,0.96409,0.7784,0.80247,0.72726,0.56128,0.95926,2.21559,1.13625,0.008108,0.008108,0.008108
88,3084.31,0.72447,0.40547,0.96354,0.78878,0.79517,0.72694,0.55895,0.96431,2.30957,1.13858,0.008086,0.008086,0.008086
89,3120.29,0.72501,0.41103,0.96337,0.77911,0.80146,0.73225,0.56334,0.94924,2.20803,1.12379,0.008064,0.008064,0.008064
90,3158.12,0.7219,0.40449,0.96253,0.78586,0.80245,0.72945,0.55979,0.95208,2.22856,1.11856,0.008042,0.008042,0.008042
91,3191.29,0.72188,0.40557,0.96223,0.77982,0.80796,0.72727,0.56026,0.96426,2.22407,1.13313,0.00802,0.00802,0.00802
92,3229.18,0.71793,0.40359,0.96174,0.77575,0.80934,0.72103,0.55463,0.96274,2.29616,1.15506,0.007998,0.007998,0.007998
93,3264.83,0.7162,0.39836,0.95992,0.78567,0.80474,0.72183,0.55546,0.95438,2.2652,1.13949,0.007976,0.007976,0.007976
94,3301.02,0.71507,0.39921,0.96036,0.77272,0.8126,0.72395,0.56028,0.9635,2.25868,1.14742,0.007954,0.007954,0.007954
95,3338.49,0.71438,0.4028,0.95804,0.78982,0.79642,0.72013,0.55756,0.95955,2.2825,1.12617,0.007932,0.007932,0.007932
96,3375.81,0.71675,0.39882,0.96051,0.78788,0.79706,0.72129,0.5558,0.95809,2.25649,1.12032,0.00791,0.00791,0.00791
97,3409.58,0.71098,0.39696,0.95654,0.77911,0.80291,0.72047,0.55801,0.96639,2.3092,1.12889,0.007888,0.007888,0.007888
98,3447.68,0.70933,0.39463,0.9561,0.7835,0.8038,0.72754,0.56177,0.96563,2.34025,1.13244,0.007866,0.007866,0.007866
99,3485.31,0.7041,0.39238,0.95205,0.77887,0.80356,0.72032,0.55582,0.96409,2.41087,1.13215,0.007844,0.007844,0.007844
100,3523.28,0.71175,0.3959,0.95339,0.78364,0.80118,0.72046,0.55558,0.96465,2.39348,1.1272,0.007822,0.007822,0.007822
101,3560.13,0.70675,0.39547,0.95779,0.77456,0.80293,0.71834,0.55438,0.96472,2.3993,1.13271,0.0078,0.0078,0.0078
102,3594.58,0.70756,0.39218,0.95611,0.7773,0.79947,0.71692,0.55227,0.97052,2.39057,1.14273,0.007778,0.007778,0.007778
103,3631.11,0.7008,0.38994,0.95328,0.77877,0.799,0.72011,0.55799,0.96585,2.38221,1.14188,0.007756,0.007756,0.007756
104,3665.31,0.70507,0.39436,0.95341,0.77488,0.79992,0.72109,0.55754,0.96447,2.38262,1.13496,0.007734,0.007734,0.007734
105,3696.83,0.70251,0.39,0.95488,0.77746,0.80355,0.7205,0.55565,0.96523,2.38378,1.14379,0.007712,0.007712,0.007712
106,3725.83,0.70147,0.38955,0.94929,0.77672,0.80355,0.72296,0.55947,0.96321,2.37424,1.13914,0.00769,0.00769,0.00769
107,3759.25,0.69708,0.38848,0.95324,0.77152,0.80418,0.72146,0.55736,0.9646,2.4037,1.14795,0.007668,0.007668,0.007668
108,3795.41,0.69637,0.38668,0.9509,0.7765,0.79309,0.72153,0.55752,0.96632,2.42323,1.14825,0.007646,0.007646,0.007646
109,3831.15,0.69423,0.38334,0.94757,0.7791,0.79013,0.71856,0.55635,0.97012,2.43903,1.14695,0.007624,0.007624,0.007624
110,3860.36,0.69798,0.38968,0.95214,0.76827,0.80616,0.71818,0.55438,0.97109,2.44338,1.14718,0.007602,0.007602,0.007602
111,3888.02,0.69144,0.38365,0.94666,0.76644,0.80653,0.71458,0.5532,0.97215,2.47675,1.14514,0.00758,0.00758,0.00758
112,3918.37,0.68947,0.38114,0.94656,0.76161,0.80333,0.71321,0.55011,0.975,2.48083,1.14952,0.007558,0.007558,0.007558
113,3957.15,0.68994,0.38316,0.94692,0.76719,0.79804,0.71224,0.54936,0.97343,2.47192,1.14595,0.007536,0.007536,0.007536
114,3989.34,0.68783,0.37901,0.94306,0.76352,0.80648,0.71664,0.55205,0.97163,2.50093,1.14081,0.007514,0.007514,0.007514
115,4024.73,0.68779,0.38224,0.94446,0.77041,0.80189,0.71683,0.55247,0.97209,2.49758,1.1339,0.007492,0.007492,0.007492
116,4061.99,0.68401,0.37783,0.94184,0.77195,0.80275,0.71868,0.55246,0.97524,2.49369,1.136,0.00747,0.00747,0.00747
117,4099.08,0.68797,0.38052,0.94513,0.76981,0.80518,0.71549,0.55153,0.97456,2.51103,1.13665,0.007448,0.007448,0.007448
118,4135.13,0.69088,0.38381,0.94498,0.76828,0.8023,0.7151,0.55066,0.97601,2.5235,1.13643,0.007426,0.007426,0.007426
119,4169.84,0.68576,0.38241,0.94252,0.77,0.79626,0.71489,0.55097,0.97791,2.54685,1.13832,0.007404,0.007404,0.007404
120,4204.45,0.68328,0.37763,0.94413,0.77829,0.78906,0.71514,0.54963,0.97594,2.54645,1.13853,0.007382,0.007382,0.007382
121,4241.13,0.68182,0.37464,0.94492,0.76948,0.79415,0.71303,0.54739,0.97849,2.55358,1.14329,0.00736,0.00736,0.00736
122,4278.15,0.67575,0.3728,0.93868,0.7664,0.79847,0.71255,0.54845,0.98069,2.55777,1.14621,0.007338,0.007338,0.007338
123,4316.47,0.67739,0.37239,0.93931,0.78374,0.7839,0.71204,0.54622,0.97824,2.56398,1.14395,0.007316,0.007316,0.007316
124,4354.86,0.67744,0.37459,0.94116,0.76053,0.80139,0.71329,0.54676,0.97628,2.56223,1.1437,0.007294,0.007294,0.007294
125,4393.32,0.67876,0.3745,0.93953,0.76837,0.79603,0.71316,0.54631,0.97644,2.55992,1.14354,0.007272,0.007272,0.007272
126,4429.57,0.67479,0.37186,0.94133,0.7709,0.79784,0.71451,0.54906,0.97425,2.58025,1.14384,0.00725,0.00725,0.00725
127,4467.64,0.67664,0.37306,0.94157,0.76733,0.79901,0.71437,0.54853,0.97307,2.56843,1.14565,0.007228,0.007228,0.007228
128,4504.66,0.67484,0.37445,0.94256,0.76695,0.80166,0.71337,0.54896,0.97224,2.57034,1.147,0.007206,0.007206,0.007206
129,4538.1,0.67601,0.37434,0.93722,0.76557,0.80221,0.71303,0.54761,0.97137,2.56945,1.14298,0.007184,0.007184,0.007184
