epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,522.24,0.88299,0.55849,1.03887,0.77843,0.79426,0.77243,0.58503,0.86416,0.67982,1.03443,0.009626,0.009626,0.009626
19,550.646,0.87667,0.54705,1.03437,0.77282,0.79915,0.74646,0.56144,0.85755,0.71581,1.03447,0.009604,0.009604,0.009604
20,578.811,0.8703,0.53513,1.03339,0.78507,0.79543,0.74541,0.56927,0.84129,0.69776,1.02881,0.009582,0.009582,0.009582
21,606.793,0.86476,0.53289,1.03203,0.80682,0.78895,0.77382,0.58646,0.83623,0.68435,1.02732,0.00956,0.00956,0.00956
22,635.061,0.86599,0.53576,1.03446,0.76545,0.80372,0.75247,0.57024,0.86332,0.70611,1.03143,0.009538,0.009538,0.009538
23,663.464,0.8592,0.53057,1.02852,0.80434,0.77993,0.77389,0.59345,0.82891,0.66459,1.01827,0.009516,0.009516,0.009516
24,692.028,0.85409,0.52177,1.02856,0.78778,0.79531,0.76596,0.58143,0.84351,0.69402,1.02511,0.009494,0.009494,0.009494
25,720.504,0.85579,0.52483,1.0255,0.79345,0.77648,0.78839,0.59918,0.85557,0.67502,1.02104,0.009472,0.009472,0.009472
26,748.85,0.85146,0.52634,1.02491,0.78494,0.79728,0.7763,0.59219,0.84768,0.70243,1.04025,0.00945,0.00945,0.00945
27,776.841,0.84711,0.51659,1.02139,0.75776,0.80235,0.75213,0.56841,0.85957,0.72047,1.04179,0.009428,0.009428,0.009428
28,804.677,0.84031,0.50976,1.01827,0.77196,0.80317,0.75469,0.57471,0.83863,0.69255,1.02915,0.009406,0.009406,0.009406
29,832.95,0.8375,0.51022,1.01784,0.80376,0.77553,0.75855,0.58116,0.84044,0.69237,1.0441,0.009384,0.009384,0.009384
30,861.199,0.83564,0.50173,1.01589,0.75317,0.81164,0.73578,0.55442,0.85601,0.68653,1.03395,0.009362,0.009362,0.009362
31,889.58,0.83271,0.49855,1.01564,0.81163,0.77599,0.75354,0.57857,0.85834,0.70121,1.05598,0.00934,0.00934,0.00934
32,918.324,0.82864,0.50331,1.00949,0.78429,0.78509,0.77067,0.57749,0.88438,0.69683,1.03143,0.009318,0.009318,0.009318
33,946.949,0.82646,0.50088,1.01353,0.78946,0.79017,0.74963,0.57531,0.84429,0.71572,1.0395,0.009296,0.009296,0.009296
34,975.356,0.82363,0.49059,1.0075,0.74943,0.81197,0.75102,0.57014,0.8287,0.70612,1.02639,0.009274,0.009274,0.009274
35,1003.65,0.81977,0.48507,1.00623,0.77212,0.80635,0.77391,0.59233,0.83471,0.68706,1.01662,0.009252,0.009252,0.009252
36,1031.65,0.8193,0.48818,1.0064,0.7859,0.79972,0.77308,0.59696,0.83878,0.70092,1.03417,0.00923,0.00923,0.00923
37,1059.69,0.81829,0.48579,1.00445,0.80013,0.78598,0.76413,0.57982,0.82662,0.69585,1.01781,0.009208,0.009208,0.009208
38,1087.83,0.80756,0.47511,1.00098,0.80924,0.78036,0.76802,0.58561,0.83818,0.70622,1.04281,0.009186,0.009186,0.009186
39,1115.66,0.80819,0.48072,1.00291,0.78855,0.78199,0.76614,0.58858,0.82753,0.69667,1.01378,0.009164,0.009164,0.009164
40,1143.52,0.80462,0.47096,0.99709,0.76354,0.8045,0.75195,0.57734,0.83381,0.71813,1.03033,0.009142,0.009142,0.009142
41,1172.05,0.80078,0.47048,0.99497,0.7994,0.7842,0.74946,0.57407,0.84465,0.70519,1.04907,0.00912,0.00912,0.00912
42,1200.2,0.80076,0.47411,0.99736,0.77612,0.80266,0.74555,0.57325,0.82966,0.71591,1.02772,0.009098,0.009098,0.009098
43,1228.51,0.79465,0.46871,0.99644,0.7787,0.80185,0.75355,0.57656,0.83961,0.71078,1.06217,0.009076,0.009076,0.009076
44,1257.02,0.79512,0.46733,0.99735,0.75848,0.80924,0.74239,0.57139,0.82823,0.70754,1.02445,0.009054,0.009054,0.009054
45,1285.36,0.79267,0.4638,0.99268,0.81032,0.77926,0.75998,0.58968,0.83817,0.69742,1.04441,0.009032,0.009032,0.009032
46,1313.58,0.78739,0.46081,0.99119,0.78869,0.79794,0.73663,0.56258,0.83221,0.71326,1.04171,0.00901,0.00901,0.00901
47,1342.05,0.78845,0.45829,0.99194,0.75822,0.80414,0.75299,0.5797,0.84408,0.74164,1.04808,0.008988,0.008988,0.008988
48,1370.11,0.78016,0.45306,0.98505,0.80589,0.78491,0.75319,0.5809,0.83332,0.71018,1.03647,0.008966,0.008966,0.008966
49,1398.2,0.78138,0.45156,0.98641,0.76631,0.80158,0.74413,0.5718,0.83451,0.7248,1.0388,0.008944,0.008944,0.008944
50,1425.9,0.7761,0.4511,0.98357,0.79004,0.78943,0.75556,0.58592,0.82998,0.71592,1.03812,0.008922,0.008922,0.008922
51,1453.57,0.77664,0.44932,0.9808,0.75495,0.79319,0.74501,0.56976,0.83303,0.75325,1.02362,0.0089,0.0089,0.0089
52,1481.24,0.77269,0.44695,0.98193,0.77493,0.79433,0.74346,0.57108,0.83209,0.71633,1.039,0.008878,0.008878,0.008878
53,1508.97,0.77226,0.44554,0.98282,0.75968,0.80784,0.72455,0.55676,0.8309,0.74417,1.04169,0.008856,0.008856,0.008856
54,1536.81,0.77029,0.44422,0.98411,0.78734,0.78646,0.73913,0.57023,0.84383,0.73712,1.07139,0.008834,0.008834,0.008834
55,1564.57,0.76785,0.441,0.98003,0.79197,0.78586,0.74135,0.56892,0.84838,0.74961,1.06281,0.008812,0.008812,0.008812
56,1592.4,0.75856,0.4395,0.97334,0.76423,0.79872,0.73853,0.56428,0.82562,0.72503,1.01927,0.00879,0.00879,0.00879
57,1619.86,0.76315,0.44073,0.97729,0.78369,0.79667,0.73651,0.56846,0.8493,0.73659,1.06736,0.008768,0.008768,0.008768
58,1647.46,0.75888,0.43573,0.97317,0.77251,0.78641,0.73115,0.56222,0.82329,0.73584,1.026,0.008746,0.008746,0.008746
59,1675.01,0.75948,0.43913,0.97854,0.79289,0.79535,0.74499,0.57602,0.84311,0.72453,1.05374,0.008724,0.008724,0.008724
60,1702.71,0.75232,0.42894,0.97081,0.79696,0.78981,0.72863,0.55925,0.83407,0.7198,1.05116,0.008702,0.008702,0.008702
61,1730.51,0.75154,0.42648,0.96944,0.78767,0.7901,0.72179,0.55227,0.84048,0.73965,1.04581,0.00868,0.00868,0.00868
62,1757.97,0.75114,0.42709,0.97079,0.76082,0.7895,0.72307,0.55455,0.8341,0.7476,1.04466,0.008658,0.008658,0.008658
63,1785.41,0.75018,0.426,0.97037,0.77499,0.80555,0.74736,0.57993,0.84404,0.7379,1.05903,0.008636,0.008636,0.008636
64,1813.64,0.744,0.42152,0.96532,0.7909,0.79828,0.73249,0.56168,0.8381,0.73732,1.04867,0.008614,0.008614,0.008614
65,1841.2,0.74358,0.42269,0.96657,0.793,0.79702,0.73159,0.56363,0.8372,0.72847,1.0583,0.008592,0.008592,0.008592
66,1869.17,0.74039,0.42139,0.96719,0.76654,0.79576,0.72559,0.56012,0.8467,0.76324,1.06713,0.00857,0.00857,0.00857
67,1897.02,0.74035,0.42114,0.9661,0.77719,0.79846,0.72786,0.5585,0.83956,0.72323,1.05715,0.008548,0.008548,0.008548
68,1924.92,0.73776,0.41716,0.96495,0.77382,0.79996,0.71488,0.54751,0.83295,0.74182,1.04655,0.008526,0.008526,0.008526
69,1952.99,0.73434,0.41066,0.9618,0.772,0.80324,0.73577,0.57254,0.83185,0.73825,1.04916,0.008504,0.008504,0.008504
70,1981.07,0.73531,0.41822,0.96634,0.77072,0.80961,0.72555,0.55831,0.82749,0.7288,1.04466,0.008482,0.008482,0.008482
71,2009.56,0.72771,0.40541,0.95719,0.77732,0.79816,0.73338,0.56914,0.84523,0.73362,1.07098,0.00846,0.00846,0.00846
72,2037.95,0.73223,0.41225,0.96049,0.79495,0.79303,0.71864,0.55247,0.84198,0.73365,1.05816,0.008438,0.008438,0.008438
73,2066.38,0.72919,0.41201,0.96257,0.77786,0.79755,0.72932,0.56169,0.83936,0.73877,1.05551,0.008416,0.008416,0.008416
74,2094.37,0.72703,0.41077,0.96032,0.78582,0.79532,0.71435,0.54746,0.84159,0.73923,1.06282,0.008394,0.008394,0.008394
75,2121.9,0.72171,0.40769,0.95578,0.78539,0.80223,0.73079,0.56427,0.83872,0.72902,1.05184,0.008372,0.008372,0.008372
76,2150.15,0.72766,0.41069,0.95856,0.78644,0.79913,0.71991,0.55442,0.84321,0.72855,1.06334,0.00835,0.00835,0.00835
77,2178.12,0.72367,0.40828,0.95756,0.76424,0.80503,0.71923,0.55214,0.84145,0.74282,1.05922,0.008328,0.008328,0.008328
78,2206.19,0.72352,0.40797,0.95904,0.78742,0.78982,0.72871,0.56179,0.83604,0.73539,1.0638,0.008306,0.008306,0.008306
79,2234.29,0.71665,0.40323,0.9548,0.78966,0.79248,0.72732,0.55877,0.83697,0.72772,1.05809,0.008284,0.008284,0.008284
80,2262.41,0.71881,0.40237,0.95305,0.78838,0.79424,0.72345,0.55839,0.83958,0.73426,1.06394,0.008262,0.008262,0.008262
81,2290.32,0.71838,0.40404,0.95682,0.78708,0.79458,0.73123,0.56268,0.83983,0.74012,1.05915,0.00824,0.00824,0.00824
82,2318.15,0.71859,0.40376,0.95549,0.79768,0.79007,0.73192,0.5653,0.84516,0.73088,1.07272,0.008218,0.008218,0.008218
83,2345.95,0.71445,0.40095,0.95214,0.7878,0.7992,0.7255,0.55945,0.84347,0.72701,1.06871,0.008196,0.008196,0.008196
84,2373.92,0.71261,0.39871,0.95211,0.7956,0.79843,0.72411,0.55879,0.83843,0.73514,1.062,0.008174,0.008174,0.008174
85,2402,0.70982,0.39476,0.95333,0.78523,0.80211,0.72492,0.5618,0.84534,0.727,1.07339,0.008152,0.008152,0.008152
86,2429.15,0.70737,0.39588,0.94875,0.77746,0.8094,0.72651,0.56013,0.8417,0.73101,1.07085,0.00813,0.00813,0.00813
87,2456.84,0.70762,0.39392,0.94928,0.78908,0.80243,0.73057,0.56573,0.84413,0.73028,1.06881,0.008108,0.008108,0.008108
88,2484.88,0.7043,0.39315,0.94979,0.78936,0.79777,0.72034,0.55466,0.85296,0.73369,1.08372,0.008086,0.008086,0.008086
89,2512.76,0.70481,0.39428,0.95061,0.78313,0.80047,0.72346,0.55892,0.84759,0.73612,1.08229,0.008064,0.008064,0.008064
90,2540.2,0.69885,0.38468,0.94699,0.7834,0.8012,0.71946,0.5559,0.85095,0.74184,1.08474,0.008042,0.008042,0.008042
91,2568.24,0.70065,0.38991,0.94861,0.78168,0.80315,0.7179,0.5518,0.85135,0.73986,1.08219,0.00802,0.00802,0.00802
92,2596.1,0.69705,0.3875,0.94719,0.78532,0.7942,0.7152,0.5512,0.84762,0.74051,1.08122,0.007998,0.007998,0.007998
93,2624.05,0.69614,0.3846,0.94517,0.77121,0.80605,0.7147,0.54924,0.85147,0.73818,1.08477,0.007976,0.007976,0.007976
94,2652.37,0.6979,0.3891,0.9477,0.77887,0.80039,0.71611,0.55549,0.84665,0.74431,1.08325,0.007954,0.007954,0.007954
95,2680.45,0.69541,0.38608,0.94643,0.78865,0.79697,0.72179,0.55968,0.84628,0.743,1.08233,0.007932,0.007932,0.007932
96,2708.64,0.69601,0.38617,0.9468,0.79529,0.79142,0.71688,0.55594,0.84496,0.73839,1.0784,0.00791,0.00791,0.00791
97,2736.87,0.69184,0.38093,0.94135,0.7768,0.8035,0.72196,0.55829,0.84705,0.7445,1.07526,0.007888,0.007888,0.007888
98,2764.73,0.69553,0.39027,0.94473,0.78614,0.79918,0.72151,0.55749,0.84307,0.74451,1.06709,0.007866,0.007866,0.007866
99,2792.76,0.68942,0.38232,0.94113,0.79679,0.78838,0.71969,0.55482,0.84451,0.74086,1.07022,0.007844,0.007844,0.007844
100,2821.07,0.68696,0.37955,0.93946,0.77562,0.80039,0.7176,0.55296,0.85209,0.7494,1.08055,0.007822,0.007822,0.007822
101,2849.15,0.68974,0.38359,0.94292,0.7934,0.77265,0.71461,0.54952,0.85412,0.75788,1.08001,0.0078,0.0078,0.0078
102,2877.28,0.68918,0.38257,0.94131,0.77875,0.79237,0.71494,0.54935,0.85368,0.74917,1.08227,0.007778,0.007778,0.007778
103,2905.59,0.6832,0.38306,0.94174,0.77504,0.79862,0.70865,0.5449,0.85038,0.74159,1.07894,0.007756,0.007756,0.007756
104,2933.75,0.68395,0.37934,0.93826,0.77177,0.79749,0.71071,0.54629,0.85286,0.74352,1.07957,0.007734,0.007734,0.007734
105,2961.95,0.68197,0.3773,0.93817,0.77955,0.79552,0.71514,0.54797,0.85378,0.74367,1.07838,0.007712,0.007712,0.007712
106,2990.24,0.68309,0.38054,0.93846,0.7727,0.79988,0.7122,0.54763,0.85738,0.74292,1.08411,0.00769,0.00769,0.00769
107,3018.49,0.67782,0.37244,0.93512,0.77972,0.7925,0.7131,0.54845,0.85394,0.74479,1.08146,0.007668,0.007668,0.007668
108,3046.71,0.67864,0.37862,0.93916,0.7781,0.79562,0.7132,0.5507,0.85368,0.74507,1.08376,0.007646,0.007646,0.007646
109,3074.92,0.67636,0.37177,0.93434,0.77754,0.79411,0.71536,0.55109,0.8548,0.74127,1.08253,0.007624,0.007624,0.007624
110,3103.02,0.67636,0.37564,0.93901,0.77091,0.79919,0.71499,0.5517,0.85251,0.74537,1.08173,0.007602,0.007602,0.007602
111,3131.15,0.677,0.37687,0.93763,0.78087,0.79411,0.71753,0.5544,0.85224,0.74485,1.08012,0.00758,0.00758,0.00758
112,3158.99,0.6738,0.37298,0.93361,0.78378,0.79654,0.71978,0.55461,0.85297,0.7405,1.0781,0.007558,0.007558,0.007558
113,3186.78,0.67375,0.37452,0.94058,0.77292,0.80219,0.71854,0.55291,0.85442,0.74444,1.08082,0.007536,0.007536,0.007536
114,3214.61,0.66975,0.36599,0.93371,0.77449,0.80174,0.71802,0.55206,0.85508,0.7411,1.0829,0.007514,0.007514,0.007514
115,3242.88,0.67354,0.37377,0.93524,0.77436,0.79889,0.71749,0.55144,0.85634,0.745,1.08363,0.007492,0.007492,0.007492
116,3270.99,0.66706,0.36789,0.9319,0.77851,0.79954,0.71631,0.5509,0.85303,0.74318,1.07982,0.00747,0.00747,0.00747
117,3298.8,0.66665,0.37416,0.93207,0.77912,0.79849,0.71742,0.55178,0.85374,0.73653,1.08002,0.007448,0.007448,0.007448
118,3327.11,0.66897,0.3709,0.93372,0.78128,0.80018,0.71817,0.55172,0.85102,0.72703,1.08024,0.007426,0.007426,0.007426
119,3355.25,0.66602,0.37067,0.93227,0.78581,0.79855,0.71558,0.55212,0.85007,0.72789,1.07812,0.007404,0.007404,0.007404
120,3383.34,0.66484,0.36489,0.92999,0.77943,0.79893,0.71724,0.55288,0.85151,0.73203,1.07796,0.007382,0.007382,0.007382
121,3411.66,0.6594,0.36377,0.92893,0.77582,0.80364,0.71677,0.55331,0.85056,0.73186,1.07725,0.00736,0.00736,0.00736
122,3439.76,0.65896,0.36202,0.92969,0.78272,0.80112,0.71715,0.5523,0.85137,0.73007,1.07971,0.007338,0.007338,0.007338
123,3467.15,0.65672,0.36196,0.92777,0.7829,0.79978,0.71619,0.55092,0.85127,0.73037,1.07967,0.007316,0.007316,0.007316
124,3495.1,0.65479,0.36055,0.92962,0.77679,0.80015,0.7157,0.55018,0.85269,0.72921,1.08316,0.007294,0.007294,0.007294
125,3523.11,0.65455,0.35943,0.9257,0.77968,0.79666,0.71449,0.54892,0.85321,0.73102,1.08421,0.007272,0.007272,0.007272
