epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,1773.56,0.89644,0.57239,1.09512,0.82403,0.77935,0.77961,0.59478,0.94933,1.03628,1.1525,0.009252,0.009252,0.009252
36,1815.43,0.89138,0.56817,1.08958,0.82198,0.76337,0.78708,0.60048,0.94238,1.09471,1.11957,0.00923,0.00923,0.00923
37,1861,0.89499,0.57365,1.09365,0.83266,0.77176,0.7798,0.59285,0.95007,0.9805,1.13669,0.009208,0.009208,0.009208
38,1910.8,0.89112,0.56808,1.09318,0.83288,0.7724,0.77917,0.59544,0.93611,0.97046,1.14418,0.009186,0.009186,0.009186
39,1954.17,0.88616,0.56348,1.09022,0.79911,0.79366,0.7903,0.60614,0.92967,0.99559,1.11207,0.009164,0.009164,0.009164
40,2011.05,0.88959,0.56615,1.09315,0.82972,0.76645,0.78964,0.59988,0.93808,1.06157,1.13655,0.009142,0.009142,0.009142
41,2059.34,0.88584,0.56118,1.08638,0.82189,0.77176,0.78616,0.60281,0.93266,1.0544,1.12273,0.00912,0.00912,0.00912
42,2103.86,0.88782,0.56684,1.09061,0.82704,0.76805,0.78286,0.60075,0.94754,1.02408,1.1392,0.009098,0.009098,0.009098
43,2148.51,0.88273,0.5607,1.09122,0.82338,0.78636,0.78001,0.59806,0.93491,0.99003,1.15192,0.009076,0.009076,0.009076
44,2199.46,0.88898,0.56547,1.09261,0.78787,0.79728,0.7821,0.60326,0.95606,1.14874,1.14618,0.009054,0.009054,0.009054
45,2260.22,0.8826,0.56014,1.08743,0.7782,0.79363,0.78724,0.60488,0.93533,1.03989,1.12574,0.009032,0.009032,0.009032
46,2317.59,0.87942,0.5577,1.08997,0.77156,0.80459,0.79343,0.60703,0.94311,1.06122,1.14645,0.00901,0.00901,0.00901
47,2376.33,0.87742,0.55509,1.08304,0.81602,0.77283,0.78577,0.60328,0.94193,1.03646,1.13126,0.008988,0.008988,0.008988
48,2430.72,0.88155,0.5612,1.08747,0.82959,0.77616,0.78745,0.6061,0.951,1.01172,1.12158,0.008966,0.008966,0.008966
49,2488.7,0.88038,0.55451,1.085,0.76897,0.79953,0.7863,0.60375,0.95321,1.17974,1.12871,0.008944,0.008944,0.008944
50,2543.85,0.87092,0.54591,1.07711,0.82974,0.77311,0.78611,0.60716,0.93198,1.0396,1.14027,0.008922,0.008922,0.008922
51,2603.89,0.87378,0.54814,1.08203,0.82408,0.76552,0.78489,0.6062,0.93253,1.01253,1.14505,0.0089,0.0089,0.0089
52,2650.04,0.87433,0.55346,1.08033,0.82893,0.76719,0.78406,0.60219,0.93653,1.06377,1.14516,0.008878,0.008878,0.008878
53,2695.66,0.87705,0.55114,1.07988,0.82126,0.77224,0.78199,0.60009,0.93952,1.08623,1.12017,0.008856,0.008856,0.008856
54,2749.84,0.86991,0.54217,1.07473,0.82958,0.77184,0.78818,0.60541,0.94996,1.04923,1.12562,0.008834,0.008834,0.008834
55,2800.41,0.87018,0.54687,1.07408,0.82537,0.78354,0.78294,0.60161,0.94235,1.10589,1.11539,0.008812,0.008812,0.008812
56,2852.55,0.87191,0.54934,1.07621,0.832,0.77897,0.78652,0.60332,0.93644,1.01816,1.09613,0.00879,0.00879,0.00879
57,2901.8,0.86917,0.54478,1.07515,0.82494,0.78185,0.78651,0.60323,0.9396,1.03594,1.11419,0.008768,0.008768,0.008768
58,2959.25,0.8685,0.54885,1.07904,0.78174,0.80628,0.79162,0.60855,0.92525,1.1009,1.13597,0.008746,0.008746,0.008746
59,3010,0.86649,0.54174,1.08121,0.80685,0.7741,0.78186,0.60138,0.93691,1.15648,1.12831,0.008724,0.008724,0.008724
60,3069.84,0.86636,0.54087,1.0748,0.82334,0.75813,0.78397,0.60152,0.93847,1.08476,1.11302,0.008702,0.008702,0.008702
61,3128.53,0.86707,0.54088,1.07891,0.8218,0.78754,0.78606,0.60814,0.93728,1.05956,1.14227,0.00868,0.00868,0.00868
62,3187.74,0.86017,0.5358,1.06784,0.81045,0.78106,0.78389,0.60488,0.93081,1.09798,1.10993,0.008658,0.008658,0.008658
63,3246.82,0.86306,0.53939,1.07399,0.82018,0.77317,0.79376,0.61313,0.92793,1.09326,1.12055,0.008636,0.008636,0.008636
64,3306.34,0.85966,0.53262,1.06519,0.81812,0.76372,0.78697,0.60552,0.94981,1.10173,1.11828,0.008614,0.008614,0.008614
65,3363.36,0.85715,0.53075,1.06561,0.82537,0.78156,0.78803,0.609,0.93342,1.02706,1.11109,0.008592,0.008592,0.008592
66,3406.36,0.85969,0.53291,1.07223,0.8292,0.76926,0.78982,0.60815,0.93452,1.04351,1.13698,0.00857,0.00857,0.00857
67,3451.01,0.8574,0.53267,1.07362,0.82974,0.76689,0.78507,0.60536,0.94551,1.05209,1.15998,0.008548,0.008548,0.008548
68,3496.77,0.86004,0.53162,1.07152,0.82815,0.78549,0.79055,0.60883,0.93977,1.10219,1.16021,0.008526,0.008526,0.008526
69,3543.43,0.8532,0.52156,1.06913,0.82473,0.77983,0.78572,0.6069,0.93452,1.07523,1.15203,0.008504,0.008504,0.008504
70,3598.86,0.85717,0.52998,1.07204,0.76044,0.81017,0.78578,0.6012,0.93595,1.22048,1.14711,0.008482,0.008482,0.008482
71,3642.7,0.85936,0.53845,1.07067,0.7706,0.80204,0.79066,0.60758,0.94651,1.20073,1.1374,0.00846,0.00846,0.00846
72,3692.54,0.85338,0.52324,1.06264,0.809,0.78719,0.77462,0.59641,0.94835,1.2012,1.14269,0.008438,0.008438,0.008438
73,3737.76,0.85597,0.53125,1.07235,0.81231,0.77316,0.77336,0.59458,0.94844,1.1739,1.15133,0.008416,0.008416,0.008416
74,3786.09,0.85705,0.53237,1.06719,0.8117,0.78566,0.78236,0.60243,0.93827,1.15009,1.12117,0.008394,0.008394,0.008394
75,3840.21,0.85152,0.52237,1.05807,0.8084,0.77709,0.78052,0.60482,0.94296,1.22639,1.12859,0.008372,0.008372,0.008372
76,3893.96,0.85133,0.52468,1.06135,0.82112,0.7827,0.77827,0.60262,0.94091,1.15084,1.14336,0.00835,0.00835,0.00835
77,3948.73,0.85367,0.52539,1.0591,0.81966,0.77656,0.77686,0.60254,0.9408,1.17443,1.12506,0.008328,0.008328,0.008328
78,4005.19,0.84768,0.51666,1.05691,0.80999,0.77995,0.78335,0.60337,0.94578,1.14716,1.133,0.008306,0.008306,0.008306
79,4060.1,0.84866,0.52157,1.05605,0.81457,0.77981,0.77816,0.60255,0.94819,1.21214,1.13022,0.008284,0.008284,0.008284
80,4116.45,0.85013,0.5221,1.06108,0.80529,0.78555,0.78377,0.61023,0.94292,1.21057,1.13676,0.008262,0.008262,0.008262
81,4169.03,0.84581,0.52057,1.05931,0.80822,0.79019,0.77882,0.60129,0.94007,1.24982,1.13452,0.00824,0.00824,0.00824
82,4220.45,0.84433,0.51265,1.05721,0.81496,0.78345,0.7737,0.59658,0.94283,1.22129,1.13643,0.008218,0.008218,0.008218
83,4269.32,0.84244,0.51257,1.05575,0.80187,0.79641,0.77883,0.59927,0.94301,1.22795,1.12911,0.008196,0.008196,0.008196
84,4318.97,0.84506,0.51663,1.05707,0.80789,0.78913,0.77871,0.59988,0.94277,1.23423,1.11647,0.008174,0.008174,0.008174
85,4370.25,0.84328,0.51177,1.05505,0.80355,0.78595,0.78703,0.60909,0.94076,1.30344,1.11479,0.008152,0.008152,0.008152
86,4423.17,0.84809,0.51952,1.06103,0.8004,0.77704,0.78578,0.60682,0.94202,1.25304,1.1263,0.00813,0.00813,0.00813
87,4480.22,0.83971,0.50997,1.05783,0.80528,0.78946,0.78678,0.60506,0.92943,1.20053,1.13146,0.008108,0.008108,0.008108
88,4534.99,0.84086,0.50658,1.05177,0.8188,0.78591,0.78442,0.60484,0.93642,1.1703,1.1263,0.008086,0.008086,0.008086
89,4589.39,0.83856,0.51441,1.05916,0.8125,0.79123,0.78283,0.60339,0.94509,1.26207,1.14636,0.008064,0.008064,0.008064
90,4642.82,0.83615,0.50276,1.05367,0.8052,0.78802,0.78956,0.60985,0.94229,1.25695,1.1404,0.008042,0.008042,0.008042
91,4701.14,0.83627,0.50615,1.05406,0.80199,0.79849,0.78629,0.60681,0.94328,1.27489,1.14222,0.00802,0.00802,0.00802
92,4760.14,0.83416,0.50083,1.05018,0.80292,0.79383,0.77049,0.59492,0.94872,1.31207,1.15135,0.007998,0.007998,0.007998
93,4820.87,0.83769,0.51059,1.05137,0.79719,0.79493,0.77163,0.59542,0.94003,1.32678,1.13117,0.007976,0.007976,0.007976
94,4874.84,0.83373,0.50098,1.05283,0.80178,0.78784,0.77729,0.59991,0.93661,1.29181,1.13742,0.007954,0.007954,0.007954
95,4927.54,0.8325,0.50213,1.04627,0.80425,0.79051,0.77434,0.59614,0.94518,1.31543,1.13288,0.007932,0.007932,0.007932
96,4979.77,0.83709,0.50752,1.05277,0.79474,0.79636,0.77402,0.59427,0.94684,1.34123,1.1417,0.00791,0.00791,0.00791
97,5035.2,0.82805,0.49552,1.04566,0.79593,0.78763,0.77731,0.59786,0.95073,1.32329,1.146,0.007888,0.007888,0.007888
98,5095.21,0.83156,0.50316,1.04688,0.80272,0.79153,0.77834,0.60199,0.94504,1.32212,1.14448,0.007866,0.007866,0.007866
99,5148.44,0.8257,0.49738,1.04432,0.80706,0.79704,0.77265,0.5977,0.94749,1.35081,1.14499,0.007844,0.007844,0.007844
100,5204.54,0.83181,0.49744,1.049,0.79847,0.8005,0.77379,0.59694,0.95032,1.36173,1.14721,0.007822,0.007822,0.007822
101,5262.7,0.83153,0.50223,1.0438,0.77882,0.80236,0.77394,0.59737,0.95044,1.40894,1.13201,0.0078,0.0078,0.0078
102,5322.16,0.83214,0.50127,1.04458,0.78694,0.79711,0.77931,0.59882,0.94884,1.39764,1.12808,0.007778,0.007778,0.007778
103,5375.39,0.82758,0.49249,1.03968,0.78621,0.79096,0.77969,0.60072,0.95299,1.41913,1.13006,0.007756,0.007756,0.007756
104,5422.62,0.82507,0.49604,1.0382,0.79157,0.7806,0.77642,0.59968,0.95242,1.43548,1.12971,0.007734,0.007734,0.007734
105,5480.74,0.82784,0.49539,1.04109,0.77649,0.79982,0.77551,0.59976,0.94786,1.4234,1.1263,0.007712,0.007712,0.007712
106,5539.24,0.82809,0.49568,1.04227,0.78958,0.7952,0.7699,0.59653,0.95171,1.4217,1.13336,0.00769,0.00769,0.00769
107,5591.51,0.82696,0.49217,1.04662,0.78997,0.79508,0.76994,0.59636,0.95123,1.42089,1.14062,0.007668,0.007668,0.007668
108,5635.55,0.82086,0.48653,1.03597,0.80863,0.781,0.77375,0.59806,0.94812,1.38742,1.1367,0.007646,0.007646,0.007646
109,5678.3,0.817,0.48182,1.03943,0.80037,0.78933,0.77483,0.59916,0.94619,1.39572,1.13814,0.007624,0.007624,0.007624
110,5711.76,0.82665,0.49433,1.03894,0.8,0.79254,0.77542,0.60033,0.9468,1.39156,1.13467,0.007602,0.007602,0.007602
111,5748.93,0.8197,0.48715,1.03756,0.79606,0.79049,0.76921,0.59622,0.94966,1.40171,1.13466,0.00758,0.00758,0.00758
112,5805.04,0.81725,0.48252,1.03224,0.79853,0.78439,0.76865,0.59584,0.95005,1.40707,1.13027,0.007558,0.007558,0.007558
113,5852.2,0.81939,0.48584,1.04076,0.79362,0.7888,0.77085,0.59571,0.95173,1.41691,1.13694,0.007536,0.007536,0.007536
114,5903.28,0.82022,0.49101,1.04142,0.79749,0.78421,0.77175,0.59671,0.94964,1.41702,1.13932,0.007514,0.007514,0.007514
115,5955.09,0.81802,0.49015,1.03811,0.78915,0.79222,0.77341,0.59737,0.94837,1.44377,1.13965,0.007492,0.007492,0.007492
116,6015.5,0.81414,0.4798,1.03349,0.78749,0.78905,0.77095,0.5966,0.94939,1.47354,1.13861,0.00747,0.00747,0.00747
117,6069.81,0.81735,0.48666,1.03946,0.80105,0.7788,0.77116,0.59503,0.949,1.46828,1.14246,0.007448,0.007448,0.007448
118,6114.11,0.81735,0.48683,1.03511,0.79775,0.78324,0.77199,0.59578,0.94897,1.46445,1.14094,0.007426,0.007426,0.007426
119,6168.09,0.8166,0.48886,1.04128,0.80035,0.78492,0.77096,0.59449,0.94524,1.46518,1.13938,0.007404,0.007404,0.007404
120,6222.54,0.81501,0.48325,1.03801,0.79482,0.78653,0.77301,0.59631,0.94694,1.46567,1.14386,0.007382,0.007382,0.007382
121,6275.61,0.81573,0.48319,1.03571,0.79725,0.79143,0.77672,0.5979,0.94826,1.47212,1.14471,0.00736,0.00736,0.00736
122,6326.8,0.80975,0.4774,1.03198,0.80046,0.79192,0.77512,0.59689,0.94926,1.46068,1.14398,0.007338,0.007338,0.007338
123,6379.33,0.80935,0.47839,1.03675,0.80014,0.79198,0.77513,0.59572,0.95005,1.48144,1.14333,0.007316,0.007316,0.007316
124,6428.5,0.80953,0.47479,1.03242,0.79654,0.79084,0.77248,0.59606,0.95091,1.49596,1.1449,0.007294,0.007294,0.007294
125,6488.31,0.81095,0.47767,1.02994,0.80026,0.78924,0.76942,0.59266,0.94869,1.51132,1.14197,0.007272,0.007272,0.007272
126,6548.11,0.80753,0.47707,1.03154,0.79923,0.79058,0.76772,0.59282,0.94938,1.50909,1.14299,0.00725,0.00725,0.00725
127,6606.2,0.80892,0.47906,1.03886,0.80205,0.79047,0.77158,0.59418,0.95146,1.53328,1.14773,0.007228,0.007228,0.007228
128,6647.92,0.80711,0.47715,1.03431,0.80037,0.7897,0.77099,0.59381,0.95237,1.54182,1.14834,0.007206,0.007206,0.007206
129,6700.08,0.80296,0.46881,1.02386,0.79844,0.7914,0.77015,0.59366,0.95106,1.52864,1.14563,0.007184,0.007184,0.007184
130,6750.92,0.81131,0.48294,1.04,0.79489,0.78939,0.76803,0.59353,0.95047,1.52445,1.14809,0.007162,0.007162,0.007162
131,6811.23,0.80028,0.46853,1.02383,0.79366,0.78729,0.76848,0.59409,0.94951,1.53236,1.1452,0.00714,0.00714,0.00714
132,6870.57,0.80413,0.47071,1.02415,0.79307,0.78658,0.76819,0.59235,0.95153,1.53943,1.14504,0.007118,0.007118,0.007118
133,6932.42,0.81142,0.48082,1.02979,0.78965,0.78856,0.76794,0.59129,0.95131,1.55617,1.14054,0.007096,0.007096,0.007096
134,6993.02,0.80581,0.47233,1.02323,0.78583,0.79536,0.76518,0.58871,0.94934,1.57216,1.13743,0.007074,0.007074,0.007074
135,7052.3,0.80269,0.47081,1.02351,0.78479,0.79271,0.7636,0.58782,0.94829,1.57339,1.1363,0.007052,0.007052,0.007052
136,7112.33,0.80444,0.4705,1.01949,0.78764,0.78938,0.76544,0.58974,0.94446,1.58651,1.12955,0.00703,0.00703,0.00703
137,7173.39,0.79966,0.46828,1.02179,0.79026,0.78677,0.7652,0.58987,0.94509,1.59379,1.12989,0.007008,0.007008,0.007008
138,7232.93,0.80259,0.47185,1.02596,0.78735,0.78653,0.76551,0.5899,0.94515,1.59521,1.13102,0.006986,0.006986,0.006986
139,7294.48,0.80291,0.47139,1.02159,0.7903,0.78863,0.76635,0.58944,0.94694,1.59742,1.13323,0.006964,0.006964,0.006964
140,7356.63,0.79606,0.45962,1.01819,0.78767,0.78918,0.76628,0.59019,0.9475,1.61071,1.13417,0.006942,0.006942,0.006942
141,7412.81,0.79517,0.46474,1.02147,0.78903,0.78918,0.76694,0.58968,0.94787,1.61155,1.1354,0.00692,0.00692,0.00692
142,7471.14,0.79493,0.46228,1.02067,0.79077,0.78708,0.7686,0.59217,0.94782,1.62747,1.13456,0.006898,0.006898,0.006898
143,7532.25,0.79688,0.46663,1.03038,0.79153,0.78638,0.76935,0.59247,0.945,1.643,1.13394,0.006876,0.006876,0.006876
144,7588.3,0.79515,0.46142,1.02101,0.78876,0.79016,0.76947,0.59301,0.94507,1.64649,1.13379,0.006854,0.006854,0.006854
145,7642.59,0.79966,0.47109,1.02,0.79009,0.7917,0.76765,0.59399,0.94532,1.64571,1.13139,0.006832,0.006832,0.006832
146,7701.04,0.79234,0.45721,1.01535,0.79325,0.78991,0.76619,0.59321,0.94598,1.65267,1.13116,0.00681,0.00681,0.00681
147,7762.6,0.79153,0.45848,1.01531,0.79204,0.78784,0.76605,0.59298,0.94538,1.6529,1.12971,0.006788,0.006788,0.006788
148,7822.74,0.79232,0.4603,1.02002,0.79316,0.7871,0.76526,0.59212,0.94619,1.65437,1.13091,0.006766,0.006766,0.006766
149,7882.4,0.79641,0.47025,1.02601,0.79165,0.7874,0.76393,0.59049,0.94537,1.65532,1.13131,0.006744,0.006744,0.006744
150,7944.4,0.79341,0.45887,1.01975,0.79226,0.78742,0.76324,0.59054,0.9451,1.67044,1.13161,0.006722,0.006722,0.006722
151,8004.68,0.7905,0.45922,1.01619,0.79485,0.78747,0.76312,0.59072,0.9443,1.67088,1.13124,0.0067,0.0067,0.0067
152,8061.98,0.79438,0.46463,1.01656,0.7955,0.78717,0.76299,0.59104,0.94457,1.66614,1.13135,0.006678,0.006678,0.006678
153,8121.91,0.79237,0.46118,1.01548,0.79662,0.78713,0.76342,0.59143,0.94515,1.66433,1.13156,0.006656,0.006656,0.006656
154,8181.42,0.78912,0.45599,1.01306,0.79669,0.78792,0.76357,0.59112,0.94419,1.66969,1.13059,0.006634,0.006634,0.006634
155,8241.25,0.78978,0.45892,1.01812,0.7959,0.78732,0.76364,0.59049,0.94433,1.67492,1.13076,0.006612,0.006612,0.006612
156,8302.96,0.79577,0.46465,1.01921,0.79602,0.78761,0.76355,0.59094,0.94394,1.67451,1.13049,0.00659,0.00659,0.00659
157,8364.33,0.7912,0.45822,1.01631,0.79436,0.78766,0.76415,0.59094,0.94477,1.67029,1.13061,0.006568,0.006568,0.006568
158,8425.78,0.78829,0.45775,1.0176,0.79492,0.78764,0.76318,0.59056,0.94553,1.66986,1.13126,0.006546,0.006546,0.006546
159,8487.77,0.79062,0.45728,1.02005,0.79443,0.78686,0.76294,0.59048,0.94555,1.67806,1.1322,0.006524,0.006524,0.006524
160,8548.3,0.78685,0.45526,1.01626,0.79354,0.78662,0.76307,0.59093,0.94626,1.68261,1.13354,0.006502,0.006502,0.006502
161,8607.55,0.78423,0.45552,1.01276,0.79166,0.78871,0.76343,0.59149,0.94598,1.69067,1.13371,0.00648,0.00648,0.00648
162,8666.16,0.7836,0.45606,1.01147,0.79224,0.7898,0.76314,0.59115,0.94592,1.69107,1.13341,0.006458,0.006458,0.006458
163,8726.2,0.7875,0.45858,1.0127,0.7906,0.7905,0.76288,0.59035,0.94725,1.69306,1.1348,0.006436,0.006436,0.006436
